date,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,XLM,LINK,ADA,XMR,LEO,TRX,HT,CRO,STO,DASH,ETC,MIN,HEDG,NEO,ATOM,MIOTA,HEX,ZEC,XEM,MKR,INO,ONT,OKB,DOGE,FTT,BAT,PAX,VET,ELAMA,PLF,DGB,BTG,MWC,CCXX,ZRX,HYN,INB,DCR,TNC,THETA,OMG,DNA,ICX
2019-02-01,3487.95,NA,107.61,0.308517,116.56,64.35,32.83,2.34,6.56,0.382546,NA,0.08358,0.419263,0.038678,43.72,NA,0.026271,0.938354,0.012628,NA,67.49,3.95,NA,0.12251,7.03,NA,0.259068,NA,48.75,0.040987,369.97,0.180257,0.544251,NA,0.001916,NA,0.111662,1.01,0.003928,NA,NA,0.008863,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-02,3521.06,NA,110.43,0.310912,121.79,65.75,34.39,2.43,6.89,0.381045,NA,0.08309,0.414927,0.039317,43.39,NA,0.026112,0.963263,0.012597,NA,67.97,4,NA,0.119772,7.23,NA,0.258215,NA,49.41,0.041045,380.96,0.182572,0.552761,NA,0.001936,NA,0.112863,1.01,0.003952,NA,NA,0.008803,10.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-03,3464.01,NA,107.49,0.302352,118.83,63.72,33.44,2.38,6.74,0.37365,NA,0.081347,0.396142,0.038029,42.9,NA,0.025442,0.93333,0.012809,NA,66.9,3.92,NA,0.120599,7.02,NA,0.249461,NA,48.35,0.039265,376.85,0.178974,0.537689,NA,0.001904,NA,0.110797,1.01,0.003864,NA,NA,0.008668,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,3459.15,NA,107.82,0.300198,119.12,63,34.11,2.4,7.1,0.369976,NA,0.07973,0.394452,0.037857,42.8,NA,0.027058,0.932356,0.012556,NA,67.02,3.89,NA,0.118934,7.09,NA,0.252628,NA,48.49,0.038755,407.62,0.178972,0.535084,NA,0.001896,NA,0.109163,1.01,0.003827,NA,NA,0.00878,9.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-05,3466.36,NA,107.44,0.299239,117.71,60.94,34.26,2.39,7.82,0.37149,NA,0.077882,0.421776,0.037896,43.34,NA,0.026178,0.931546,0.012426,NA,68.16,3.87,NA,0.117762,7.07,NA,0.249571,NA,48.33,0.036265,392.13,0.178714,0.52803,NA,0.001888,NA,0.105539,1.01,0.003786,NA,NA,0.008544,9.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-06,3413.77,NA,104.92,0.290727,115.33,62.89,32.93,2.35,8.09,0.367485,NA,0.074387,0.39962,0.036663,43.14,NA,0.025575,0.940638,0.01225,NA,65.71,3.76,NA,0.116131,6.86,NA,0.243704,NA,46.47,0.035005,397.73,0.175835,0.515018,NA,0.001866,NA,0.116758,1.01,0.003637,NA,NA,0.008318,9.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-07,3399.47,NA,104.54,0.291618,115.15,62.5,33.22,2.35,7.73,0.363864,NA,0.074688,0.401474,0.036396,43.21,NA,0.025702,0.933994,0.012133,NA,67.25,3.86,NA,0.115853,6.92,NA,0.254377,NA,46.82,0.037563,401.87,0.169559,0.518084,NA,0.001845,NA,0.114314,1.01,0.003694,0.081065,NA,0.008318,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,3666.78,NA,119.27,0.311683,130.86,67.34,43.46,2.72,8.58,0.387649,NA,0.081224,0.436519,0.040751,48.12,NA,0.0268,0.993931,0.01286,NA,73.85,4.16,NA,0.131683,7.6,NA,0.27916,NA,50.05,0.039833,438.18,0.877076,0.563916,NA,0.001956,NA,0.119064,1.01,0.003966,0.084178,NA,0.00943,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-09,3671.2,NA,119.43,0.311284,128.64,66.09,44.79,2.78,8.87,0.37975,NA,0.080808,0.464334,0.041058,48.56,NA,0.026265,1,0.012935,NA,74.23,4.09,NA,0.141011,7.66,NA,0.276824,NA,50.33,0.039952,449.72,0.771603,0.578419,NA,0.001949,NA,0.119201,1.01,0.004006,0.082868,NA,0.00966,10.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-10,3690.19,NA,124.81,0.309909,127.59,66.61,46.83,2.84,9.21,0.379014,NA,0.080393,0.452186,0.04283,49.83,NA,0.025814,1.03,0.012816,NA,75.5,4.17,NA,0.135968,7.96,NA,0.279849,NA,50.89,0.040109,461.14,0.701893,0.587508,NA,0.001946,NA,0.124895,1.01,0.004044,0.078011,NA,0.00924,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-11,3648.43,NA,121.3,0.302741,122.51,64.98,43.18,2.76,9.55,0.383347,NA,0.077595,0.429451,0.041733,48.27,NA,0.024727,1.1,0.012556,NA,80.16,4.08,NA,0.141539,8.13,NA,0.268644,NA,51.28,0.039283,493.48,0.805959,0.581001,NA,0.001906,NA,0.120331,1.01,0.003909,0.076768,NA,0.008949,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-12,3653.53,NA,122.57,0.30519,123.45,65.5,43.93,2.95,9.34,0.389957,NA,0.077616,0.425395,0.041751,49.05,NA,0.024533,1.17,0.01258,NA,82.68,4.09,NA,0.150655,8.25,NA,0.274751,NA,53.59,0.039138,505.02,0.848326,0.580775,NA,0.001894,NA,0.118862,1.02,0.003924,0.074972,NA,0.008745,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-13,3632.07,NA,122.55,0.304284,123.15,64.55,42,2.88,8.94,0.394754,NA,0.07699,0.444044,0.041118,49.33,NA,0.024209,1.12,0.012291,NA,80.53,4.13,NA,0.150105,8.3,NA,0.270552,NA,52.77,0.04085,551.88,0.841798,0.579721,NA,0.001893,NA,0.121619,1.01,0.003876,0.075263,NA,0.008876,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-14,3616.88,NA,121.39,0.301909,121.65,62.7,41.64,2.75,8.78,0.411214,NA,0.076635,0.428376,0.04054,46.86,NA,0.023726,1.11,0.012373,NA,78.52,4.13,NA,0.169475,7.95,NA,0.26878,NA,51.8,0.042446,517.8,0.840117,0.570682,NA,0.001897,NA,0.125524,1.01,0.003882,0.073736,NA,0.008992,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-15,3620.81,NA,122.1,0.301759,121.96,62.4,42.7,2.8,9.27,0.448514,NA,0.079276,0.432969,0.0406,47.44,NA,0.024056,1.1,0.012416,NA,79.15,4.11,NA,0.160413,8.13,NA,0.272235,NA,51.34,0.04163,496.8,0.839654,0.675509,NA,0.001908,NA,0.12892,1.01,0.003937,0.071273,NA,0.008989,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-16,3629.79,NA,123.26,0.301703,122.36,62.29,43.59,2.82,9.13,0.433065,NA,0.078421,0.440511,0.041026,46.92,NA,0.023954,1.1,0.012399,NA,79.6,4.09,NA,0.170661,7.96,NA,0.274927,NA,51.76,0.041751,503.75,0.842701,0.629809,NA,0.001924,NA,0.128665,1.01,0.004125,0.053352,NA,0.008938,10.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-17,3673.84,NA,133.6,0.30337,124.69,62.87,43.93,2.88,9.22,0.436943,NA,0.079608,0.457499,0.041452,48.07,NA,0.023818,1.09,0.012391,NA,79.75,4.18,NA,0.16973,8.39,NA,0.277779,NA,51.98,0.041873,536.37,0.865479,0.645875,NA,0.001992,NA,0.137783,1.02,0.004116,0.067724,NA,0.009123,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-18,3915.71,NA,146.1,0.321568,144.41,67.65,48.04,3.47,9.63,0.453744,NA,0.083691,0.474333,0.045605,51.69,NA,0.024984,1.17,0.013077,NA,86.56,4.41,NA,0.170487,8.85,NA,0.304982,NA,54.95,0.042741,575.37,0.859209,0.680919,NA,0.002114,NA,0.143147,1.01,0.004374,0.069734,NA,0.00987,12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-19,3947.09,NA,145.35,0.323768,143.3,67.09,47.86,3.57,10.56,0.451244,NA,0.089982,0.458156,0.046158,52.33,NA,0.024993,1.21,0.013174,NA,88.16,4.6,NA,0.19268,9.02,NA,0.305425,NA,55.14,0.043981,632.14,0.871978,0.686168,NA,0.002067,NA,0.14047,1.01,0.004305,0.066859,NA,0.009894,12.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-20,3999.82,NA,149.55,0.33288,148.05,67.5,51.79,3.92,10.97,0.463852,NA,0.091735,0.46611,0.047551,52.11,NA,0.025228,1.29,0.013302,NA,87.91,4.7,NA,0.197115,9.21,NA,0.314663,NA,54.88,0.044323,658.89,0.887049,0.754407,NA,0.002079,NA,0.142754,1.02,0.004364,0.066705,NA,0.010084,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-21,3954.12,NA,146.13,0.321291,142.93,65.39,49.15,3.81,10.49,0.438406,NA,0.089091,0.445463,0.044969,50.44,NA,0.024804,1.24,0.013047,NA,85.61,4.51,NA,0.212628,8.64,NA,0.30085,NA,53.65,0.04346,636.5,0.865202,0.736148,NA,0.002028,NA,0.136091,1.02,0.00449,0.059063,NA,0.010216,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-22,4005.53,NA,149.09,0.321904,145.11,65.96,49.81,3.89,10.84,0.44646,NA,0.090668,0.452029,0.046163,52.64,NA,0.025158,1.26,0.013168,NA,86.76,4.72,NA,0.217551,8.8,NA,0.304661,NA,54.28,0.044441,665.8,0.866806,0.818406,NA,0.002056,NA,0.136812,1.02,0.004815,0.04989,NA,0.010358,12.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-23,4142.53,NA,158.8,0.33262,153.26,68.74,51.68,4.27,10.78,0.451031,NA,0.094257,0.461889,0.048593,53.81,NA,0.025455,1.28,0.013085,NA,90.08,4.84,NA,0.221832,10.18,NA,0.321456,NA,56.84,0.047801,737.6,0.890076,0.969874,NA,0.002083,NA,0.141483,1.01,0.004913,0.034685,NA,0.011608,13.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-24,3810.43,NA,135.85,0.301443,130.27,61.2,44.68,3.59,10.11,0.425359,NA,0.084234,0.41064,0.042456,49.01,NA,0.023809,1.15,0.012572,NA,81.52,4.2,NA,0.222358,9.08,NA,0.284581,NA,52.35,0.042929,661.22,0.80765,1,NA,0.001974,NA,0.132111,1.02,0.004407,0.032978,NA,0.010304,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-25,3882.7,NA,139.82,0.32851,135.87,68.39,46.21,3.59,9.84,0.43043,NA,0.087305,0.470638,0.044043,50.08,NA,0.02445,1.19,0.012855,NA,84.12,4.3,NA,0.225599,9.37,NA,0.289419,NA,53.14,0.043547,669.08,0.884668,0.98713,NA,0.00203,NA,0.148485,1.02,0.004609,0.035576,NA,0.010582,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-26,3854.36,NA,138.09,0.319477,134.26,74.58,45.49,3.47,9.52,0.40784,NA,0.0868,0.437432,0.043304,49.41,NA,0.024412,1.16,0.012811,NA,83.13,4.33,NA,0.247972,9.15,NA,0.285886,NA,52.78,0.044063,684.86,0.867328,0.921805,NA,0.002023,NA,0.164838,1.01,0.004604,0.03638,NA,0.010644,12.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-27,3851.05,NA,136.13,0.313106,132.79,67.86,45.58,3.53,9.9,0.411866,NA,0.086195,0.431479,0.04327,49.99,NA,0.024131,1.16,0.012523,NA,82.47,4.33,NA,0.251836,8.98,NA,0.286744,NA,52.33,0.043582,643.31,0.856771,0.907885,NA,0.002019,NA,0.158353,1.01,0.004559,0.038467,NA,0.010718,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-28,3854.79,NA,136.75,0.315078,132.19,67.32,46.24,3.54,10.37,0.41003,NA,0.085503,0.427421,0.043123,49.12,NA,0.023867,1.21,0.012587,NA,83.4,4.28,NA,0.293786,8.94,NA,0.285875,NA,51.83,0.04275,674.74,0.850338,0.908656,NA,0.001976,NA,0.16288,1.02,0.004596,0.030869,NA,0.010977,12.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-01,3859.58,NA,136.44,0.317312,132.96,67,47.49,3.52,11.39,0.411654,NA,0.085833,0.431785,0.043279,49.56,NA,0.023726,1.41,0.01251,NA,83.4,4.29,NA,0.320624,9.02,NA,0.298102,NA,52.29,0.043109,667.27,0.88069,0.937784,NA,0.001994,NA,0.164643,1.01,0.004597,0.029155,NA,0.011626,12.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-02,3864.42,NA,134.21,0.315126,132.54,66.91,49.02,3.52,11.87,0.406324,NA,0.08446,0.427787,0.042838,49.98,NA,0.022937,1.39,0.012522,NA,83.26,4.28,NA,0.349483,8.82,NA,0.29454,NA,52.05,0.042825,679.77,0.889892,0.889252,NA,0.002003,NA,0.179926,1.01,0.00452,0.030327,NA,0.011577,12.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
