asset_unique,symb_assets,type_assets,F1,F2,F3,cluster
ComcastCorp_CMCSA,CMCSA,Stock,-0.591749324,-0.124482497,-0.901822173,3
ComericaInc_CMA,CMA,Stock,-0.498595134,-0.082028788,-0.159205262,1
ConagraBrand_CAG,CAG,Stock,-0.460645766,0.604641733,0.744770492,7
ConchoResource_CXO,CXO,Stock,-0.337766842,0.166133025,-0.472731342,3
ConocoPhillip_COP,COP,Stock,-0.450467671,-0.210759712,-0.803966461,3
ConsolidatedEdiso_ED,ED,Stock,-0.675550393,-0.122034626,-0.572916077,3
ConstellationBrand_STZ,STZ,Stock,-0.511728845,-0.01293821,0.665333105,7
CopartIn_CPRT,CPRT,Stock,-0.522164595,-0.066741092,1.019718504,7
CorningInc_GLW,GLW,Stock,-0.487223797,0.039079488,-0.591685746,3
CostcoWholesaleCorp_COST,COST,Stock,-0.56573392,0.08326371,0.283140062,1
"Coty,In_COTY",COTY,Stock,-0.256823395,-0.071274821,0.640058255,7
CrownCastleInternationalCorp_CCI,CCI,Stock,-0.625033555,-0.077643741,-0.861643322,3
CumminsInc_CMI,CMI,Stock,-0.532858109,0.064001079,-1.118073745,3
D.R.Horto_DHI,DHI,Stock,-0.486575718,-0.312676421,-0.002357433,1
DTEEnergyCo_DTE,DTE,Stock,-0.667147489,-0.08998656,-1.04242038,3
DXCTechnolog_DXC,DXC,Stock,-0.198650863,1.376729302,5.152228267,6
DaVitaInc_DVA,DVA,Stock,-0.465673098,0.337061216,-1.204196753,3
DanaherCorp_DHR,DHR,Stock,-0.612664644,-0.222034222,-0.84401052,3
DardenRestaurant_DRI,DRI,Stock,-0.549530497,-0.596888168,1.594809218,7
Deere&Co_DE,DE,Stock,-0.49550224,-0.131092656,-0.667406382,3
DeltaAirLinesInc_DAL,DAL,Stock,-0.483123058,-0.202703414,-0.878461156,3
DentsplySiron_XRAY,XRAY,Stock,-0.453409376,0.323072369,4.107144147,6
DevonEnerg_DVN,DVN,Stock,-0.294703759,-0.219849315,-0.754509555,3
DiamondbackEnerg_FANG,FANG,Stock,-0.405876188,-0.33266759,-0.682863913,3
DigitalRealtyTrustIn_DLR,DLR,Stock,-0.579072779,0.10032268,-0.881096433,3
DiscoverFinancialService_DFS,DFS,Stock,-0.561269307,-0.11252836,-0.544829212,3
DiscoveryInc.Class_DISCA,DISCA,Stock,-0.376662986,-0.880193186,-0.091936106,1
DishNetwor_DISH,DISH,Stock,-0.387065187,-0.048234633,-0.049447383,1
DollarGenera_DG,DG,Stock,-0.496404385,0.373187071,0.658937854,7
DollarTre_DLTR,DLTR,Stock,-0.475188999,0.458962908,1.122622294,7
DominionEnerg_D,D,Stock,-0.674169327,-0.145505355,-0.773893854,3
DoverCorp_DOV,DOV,Stock,-0.546046758,-0.230801535,-0.659650678,3
DuPontdeNemoursIn_DD,DD,Stock,-0.49025222,-0.31923886,-0.691146681,3
DukeEnerg_DUK,DUK,Stock,-0.67030479,-0.213171699,0.741110028,7
DukeRealtyCor_DRE,DRE,Stock,-0.620349627,-0.228953709,-0.113113345,1
E*Trad_ETFC,ETFC,Stock,-0.468222018,-0.082746027,-0.715464939,3
EOGResource_EOG,EOG,Stock,-0.456864047,-0.266731406,-0.837658326,3
EastmanChemica_EMN,EMN,Stock,-0.544632251,-0.129592307,-0.857065769,3
EatonCorporatio_ETN,ETN,Stock,-0.546670543,-0.257976912,0.518730915,1
EcolabInc_ECL,ECL,Stock,-0.600511892,0.070973941,-0.722448044,3
EdisonInt'_EIX,EIX,Stock,-0.540208079,0.723155175,-0.671834283,3
EdwardsLifescience_EW,EW,Stock,-0.377394304,-0.274204201,2.630030463,6
ElectronicArt_EA,EA,Stock,-0.405801507,-0.564598752,1.039659709,7
EmersonElectricCompan_EMR,EMR,Stock,-0.573547692,-0.189755021,-0.748278508,3
EntergyCorp_ETR,ETR,Stock,-0.662077012,-0.281043,-0.050831147,1
EquifaxInc_EFX,EFX,Stock,-0.479914027,1.026287501,1.347947842,8
Equini_EQIX,EQIX,Stock,-0.562335299,-0.121144934,-0.733203289,3
EquityResidentia_EQR,EQR,Stock,-0.643526835,0.056222585,-1.086817776,3
"EssexPropertyTrust,Inc_ESS",ESS,Stock,-0.640863437,-0.248223488,-0.389235576,1
EsteeLauderCos_EL,EL,Stock,-0.484012882,-0.410091464,1.362735684,7
EverestReGroupLtd_RE,RE,Stock,-0.577844591,-0.388012822,1.205093221,7
Everg_EVRG,EVRG,Stock,-0.635925808,0.108654993,-0.87804322,3
EversourceEnerg_ES,ES,Stock,-0.664266868,-0.089300338,-1.009371087,3
ExelonCorp_EXC,EXC,Stock,-0.627383274,-0.126150111,-1.015715236,3
ExpediaGrou_EXPE,EXPE,Stock,-0.431122975,0.003808466,0.247680152,1
Expeditor_EXPD,EXPD,Stock,-0.563127458,-0.101260196,-0.24853173,1
ExtraSpaceStorag_EXR,EXR,Stock,-0.624708382,-0.308464632,0.599818006,7
ExxonMobilCorp_XOM,XOM,Stock,-0.585591317,-0.210231008,-0.236488085,1
F5Network_FFIV,FFIV,Stock,-0.484690421,-0.103783611,1.090207146,7
FLIRSystem_FLIR,FLIR,Stock,-0.502558356,-0.449931374,2.024831331,6
FMCCorporatio_FMC,FMC,Stock,-0.476973203,-0.299185643,-0.611973203,3
"Facebook,Inc_FB",FB,Stock,-0.429525098,0.260171828,-0.886941236,3
FastenalC_FAST,FAST,Stock,-0.527103924,-0.136885807,-0.596015812,3
FedExCorporatio_FDX,FDX,Stock,-0.537180899,0.083394736,-0.864759612,3
FederalRealtyInvestmentTrus_FRT,FRT,Stock,-0.662817265,-0.251612485,-0.847981391,3
FidelityNationalInformationSe_FIS,FIS,Stock,-0.564037932,0.289061547,-1.103572947,3
FifthThirdBancor_FITB,FITB,Stock,-0.503629073,-0.154680781,0.463096217,1
FirstRepublicBan_FRC,FRC,Stock,-0.525649515,-0.010916795,1.158597885,7
FirstEnergyCor_FE,FE,Stock,-0.604365048,-0.414420175,1.256445661,7
FiservIn_FISV,FISV,Stock,-0.596105057,-0.222674358,-0.092674316,1
FleetCorTechnologiesIn_FLT,FLT,Stock,-0.454591935,-0.228719229,-0.023005892,1
FlowserveCorporatio_FLS,FLS,Stock,-0.48462737,-0.282756759,1.336691811,7
FordMoto_F,F,Stock,-0.503064524,-0.219329714,1.15825606,7
Fortine_FTNT,FTNT,Stock,-0.362204854,0.06548629,1.606882564,7
FortuneBrandsHome&Securit_FBHS,FBHS,Stock,-0.547857048,-0.08411314,-0.685224803,3
FranklinResource_BEN,BEN,Stock,-0.527578533,-0.26525039,0.445387172,1
Freeport-McMoRanInc_FCX,FCX,Stock,-0.0683878,-0.069462935,-0.899564938,3
GapInc_GPS,GPS,Stock,-0.335221628,0.205984181,1.200935931,7
GarminLtd_GRMN,GRMN,Stock,-0.480744745,-0.3818683,1.589597741,7
GartnerIn_IT,IT,Stock,-0.525923067,1.06971867,0.393551152,1
GeneralDynamic_GD,GD,Stock,-0.606493765,-0.161308748,-0.650820542,3
GeneralElectri_GE,GE,Stock,-0.389153763,0.047637356,-0.238043835,1
GeneralMill_GIS,GIS,Stock,-0.571070932,0.064577607,0.60027129,7
GeneralMotor_GM,GM,Stock,-0.503622114,-0.338678936,-0.082981483,1
GenuinePart_GPC,GPC,Stock,-0.602762888,-0.240048233,1.647835591,7
GileadScience_GILD,GILD,Stock,-0.475370429,0.023077014,0.848033117,7
GlobalPaymentsInc_GPN,GPN,Stock,-0.482044046,-0.247838984,-0.063250119,1
GlobeLifeInc_GL,GL,Stock,-0.59421018,-0.092382108,0.274245914,1
GoldmanSachsGrou_GS,GS,Stock,-0.55198676,-0.191586768,-0.318732904,1
Grainger(W.W.)Inc_GWW,GWW,Stock,-0.487123767,-0.136669822,-0.418902157,3
HCAHealthcar_HCA,HCA,Stock,-0.496943077,-0.088075129,-0.429577621,3
HCPInc_HCP,HCP,Stock,-0.541766033,0.7200367,-0.675912417,3
HPInc_HPQ,HPQ,Stock,-0.395323358,0.348663235,1.615012561,7
HalliburtonCo_HAL,HAL,Stock,-0.469033163,-0.204791635,-0.964453606,3
HanesbrandsIn_HBI,HBI,Stock,-0.38547314,0.434810555,-0.037475904,1
Harley-Davidso_HOG,HOG,Stock,-0.457184979,-0.025257566,-0.366554872,1
HartfordFinancialSvc.Gp_HIG,HIG,Stock,-0.584683604,-0.092407734,0.433262457,1
HasbroInc_HAS,HAS,Stock,-0.452909937,-0.430510891,1.049414822,7
Helmerich&Payn_HP,HP,Stock,-0.405581337,-0.365972794,-0.922120357,3
HenrySchei_HSIC,HSIC,Stock,-0.561468858,0.184496483,-0.883341924,3
HessCorporatio_HES,HES,Stock,-0.380916868,-0.236333781,-0.555676273,3
HiltonWorldwideHoldingsIn_HLT,HLT,Stock,-0.562269794,-0.256119388,-0.798106039,3
HollyFrontierCor_HFC,HFC,Stock,-0.417549864,-0.312315053,-1.02587679,3
Hologi_HOLX,HOLX,Stock,-0.528127241,0.069170174,-0.48124366,3
HomeDepo_HD,HD,Stock,-0.592724181,-0.17173835,-0.514573548,3
HoneywellInt'lInc_HON,HON,Stock,-0.60432958,-0.090925321,-0.476995741,3
HormelFoodsCorp_HRL,HRL,Stock,-0.594262528,-0.274333254,1.187479234,7
HostHotels&Resort_HST,HST,Stock,-0.565755729,-0.206290481,-0.509781753,3
HumanaInc_HUM,HUM,Stock,-0.446204936,-0.225187509,0.07366163,1
HuntingtonBancshare_HBAN,HBAN,Stock,-0.53526729,-0.202997417,0.033347933,1
HuntingtonIngallsIndustrie_HII,HII,Stock,-0.498252214,-0.073744323,-0.064328559,1
IDEXCorporatio_IEX,IEX,Stock,-0.613195345,-0.387982622,-0.115791026,1
IDEXXLaboratorie_IDXX,IDXX,Stock,-0.46345661,0.154875986,0.288639839,1
IPGPhotonicsCorp_IPGP,IPGP,Stock,-0.290040379,0.663755721,2.589703651,6
IQVIAHoldingsInc_IQV,IQV,Stock,-0.545918655,-0.304946171,0.122450666,1
IllinoisToolWork_ITW,ITW,Stock,-0.576275726,0.108958419,-0.753631553,3
IlluminaIn_ILMN,ILMN,Stock,-0.318000302,0.894078017,-0.566951164,3
Incyt_INCY,INCY,Stock,-0.299454623,0.021999294,-0.913412818,3
Ingersoll-RandPL_IR,IR,Stock,-0.573597566,-0.295386687,0.159437922,1
IntelCorp_INTC,INTC,Stock,-0.508962311,-0.09883002,-0.919547597,3
IntercontinentalExchang_ICE,ICE,Stock,-0.576994456,-0.316116651,0.319931461,1
InternationalBusinessMachine_IBM,IBM,Stock,-0.537967076,0.023871977,0.203501438,1
InternationalPape_IP,IP,Stock,-0.541132385,-0.182710068,-0.228840399,1
InterpublicGrou_IPG,IPG,Stock,-0.554605353,-0.019706736,-0.413861007,3
IntlFlavors&Fragrance_IFF,IFF,Stock,-0.468273899,0.637985916,3.462210767,6
IntuitInc_INTU,INTU,Stock,-0.462376937,-0.10959813,2.406380178,6
IntuitiveSurgicalInc_ISRG,ISRG,Stock,-0.434226462,-0.164368721,-0.431367695,3
InvescoLtd_IVZ,IVZ,Stock,-0.502302702,0.050049154,-0.20146606,1
IronMountainIncorporate_IRM,IRM,Stock,-0.521915086,-0.390828713,0.918016461,7
J.B.HuntTransportService_JBHT,JBHT,Stock,-0.607114871,-0.359445104,-0.836783569,3
JMSmucke_SJM,SJM,Stock,-0.534833125,-0.000226653,0.853046479,7
JPMorganChase&Co_JPM,JPM,Stock,-0.553260008,-0.210810724,-0.039509765,1
JackHenry&Associate_JKHY,JKHY,Stock,-0.642569284,-0.265464048,0.007986754,1
JacobsEngineeringGrou_JEC,JEC,Stock,-0.515652675,-0.213075337,-0.328667419,1
Johnson&Johnso_JNJ,JNJ,Stock,-0.629912665,0.340070577,-0.884439222,3
JohnsonControlsInternationa_JCI,JCI,Stock,-0.574774189,-0.230564824,-0.351168874,1
JuniperNetwork_JNPR,JNPR,Stock,-0.423841278,0.302166578,1.32484662,7
KLACorporatio_KLAC,KLAC,Stock,-0.394881734,0.507660332,0.361442073,1
KansasCitySouther_KSU,KSU,Stock,-0.51999455,0.347145004,-1.222460125,3
KelloggCo_K,K,Stock,-0.537856231,-0.182643965,1.454728213,7
KeyCor_KEY,KEY,Stock,-0.516845462,-0.253388847,0.269777517,1
Kimberly-Clar_KMB,KMB,Stock,-0.612328756,-0.063119783,-0.435642907,3
KimcoRealt_KIM,KIM,Stock,-0.592994496,-0.247041286,-0.917869493,3
KinderMorga_KMI,KMI,Stock,-0.411038566,-0.102897079,-0.70790147,3
Kohl'sCorp_KSS,KSS,Stock,-0.331694165,0.215933966,2.02892439,6
KrogerCo_KR,KR,Stock,-0.453945858,0.731424676,0.047065828,1
LBrandsInc_LB,LB,Stock,-0.291699477,0.334655096,2.245295377,6
LKQCorporatio_LKQ,LKQ,Stock,-0.495789883,0.655338482,0.462207068,1
LaboratoryCorp.ofAmericaHold_LH,LH,Stock,-0.569687683,0.272510975,-0.894650542,3
LamResearc_LRCX,LRCX,Stock,-0.43211278,-0.179036873,-0.848962304,3
Leggett&Plat_LEG,LEG,Stock,-0.54761332,-0.213914232,1.140215551,7
LeidosHolding_LDOS,LDOS,Stock,-0.376091784,1.878642855,3.319403317,8
LennarCorp_LEN,LEN,Stock,-0.531816763,-0.336620517,-0.839248316,3
Lilly(Eli)&Co_LLY,LLY,Stock,-0.533833917,0.10600674,-0.790489447,3
LincolnNationa_LNC,LNC,Stock,-0.453182662,0.033561853,0.289474945,1
Lindepl_LIN,LIN,Stock,-0.618603641,-0.339049066,-0.657266527,3
LockheedMartinCorp_LMT,LMT,Stock,-0.609088429,-0.049673045,-0.987213046,3
LoewsCorp_L,L,Stock,-0.611636154,-0.215231368,0.457672559,1
Lowe'sCos_LOW,LOW,Stock,-0.489924729,-0.452979622,2.653954984,6
LyondellBasel_LYB,LYB,Stock,-0.472091102,-0.017600247,-0.978552792,3
M&TBankCorp_MTB,MTB,Stock,-0.556908764,-0.098267339,-0.252119666,1
MGMResortsInternationa_MGM,MGM,Stock,-0.429599629,-0.309510116,0.080292826,1
MSCIIn_MSCI,MSCI,Stock,-0.561019241,-0.314500412,-0.029508057,1
Maceric_MAC,MAC,Stock,-0.530029374,-0.091725886,-0.855346841,3
Macy'sInc_M,M,Stock,-0.322110876,0.52831237,0.140608344,1
MarathonOilCorp_MRO,MRO,Stock,-0.234978049,-0.219411849,-0.871738778,3
MarathonPetroleu_MPC,MPC,Stock,-0.439844618,-0.191071331,-0.939885274,3
MarketAxes_MKTX,MKTX,Stock,-0.533915017,-0.412687248,0.819477567,7
MarriottInt'l_MAR,MAR,Stock,-0.538991601,-0.134601866,-0.362898382,1
Marsh&McLenna_MMC,MMC,Stock,-0.625258362,-0.205564439,0.129331843,1
MartinMariettaMaterial_MLM,MLM,Stock,-0.474897516,-0.455277914,-0.397051696,1
MascoCorp_MAS,MAS,Stock,-0.524642644,-0.133485292,-0.85194479,3
MastercardInc_MA,MA,Stock,-0.503238518,-0.129661274,0.031520187,1
MaximIntegratedProductsIn_MXIM,MXIM,Stock,-0.453501094,-0.039403061,-0.298798428,1
McCormick&Co_MKC,MKC,Stock,-0.617541603,-0.053401434,0.904005256,7
McDonald'sCorp_MCD,MCD,Stock,-0.61064106,-0.464658072,0.631384732,7
McKessonCorp_MCK,MCK,Stock,-0.432899501,1.008510655,1.923815983,8
Medtronicpl_MDT,MDT,Stock,-0.592030317,-0.055703333,-0.379986458,3
Merck&Co_MRK,MRK,Stock,-0.579781805,-0.454509043,0.818619425,7
MetLifeInc_MET,MET,Stock,-0.519118565,0.132794302,-0.881565162,3
MettlerToled_MTD,MTD,Stock,-0.563327957,-0.212791828,-0.155819532,1
MicrochipTechnolog_MCHP,MCHP,Stock,-0.461882625,0.111373393,-0.789212651,3
MicronTechnolog_MU,MU,Stock,-0.278820434,-0.219893592,-0.988490987,3
MicrosoftCorp_MSFT,MSFT,Stock,-0.497356599,-0.208838339,0.332317361,1
Mid-AmericaApartment_MAA,MAA,Stock,-0.614653586,-0.019019257,-0.334051964,1
MohawkIndustrie_MHK,MHK,Stock,-0.389373732,1.881640677,2.18019229,8
MolsonCoorsBrewingCompan_TAP,TAP,Stock,-0.489118206,-0.008271458,1.351663195,7
MondelezInternationa_MDLZ,MDLZ,Stock,-0.544107333,-0.284729342,0.18189551,1
MonsterBeverag_MNST,MNST,Stock,-0.380235503,-0.354901881,0.097819593,1
Moody'sCor_MCO,MCO,Stock,-0.527699079,0.064648357,-0.232125728,1
MorganStanle_MS,MS,Stock,-0.513632103,-0.280612968,0.130488748,1
MotorolaSolutionsInc_MSI,MSI,Stock,-0.549536075,-0.380712362,0.665305691,7
MylanN.V_MYL,MYL,Stock,-0.35577355,0.283673223,0.669449837,7
NRGEnerg_NRG,NRG,Stock,-0.31438268,0.059451101,-0.98600635,3
NVRIn_NVR,NVR,Stock,-0.533865547,-0.368200612,0.40021726,1
"Nasdaq,Inc_NDAQ",NDAQ,Stock,-0.629516546,-0.31530457,-0.840400225,3
NationalOilwellVarcoInc_NOV,NOV,Stock,-0.414201472,-0.202514825,-1.111256604,3
NektarTherapeutic_NKTR,NKTR,Stock,-0.020125603,0.614050263,1.961046163,6
NetAp_NTAP,NTAP,Stock,-0.406116473,0.372445741,0.472960622,1
NetflixInc_NFLX,NFLX,Stock,-0.255945248,-0.099500377,-0.541251385,3
NewellBrand_NWL,NWL,Stock,-0.302530076,1.598461482,1.396009091,8
NewmontGoldcor_NEM,NEM,Stock,-0.351077303,-0.024674047,-1.06465851,3
NewsCorp.Class_NWSA,NWSA,Stock,-0.387015338,-0.619151236,-0.346017323,1
NextEraEnerg_NEE,NEE,Stock,-0.662557187,-0.311222362,0.432216953,1
NiSourceInc_NI,NI,Stock,-0.622866699,0.118232495,-0.771127951,3
NielsenHolding_NLSN,NLSN,Stock,-0.463798483,2.282012661,-1.030357906,3
Nik_NKE,NKE,Stock,-0.53755258,-0.536393319,0.613223018,7
NobleEnergyIn_NBL,NBL,Stock,-0.384929489,-0.297729134,-0.889173514,3
Nordstro_JWN,JWN,Stock,-0.328954696,0.068977415,0.593051496,7
NorfolkSouthernCorp_NSC,NSC,Stock,-0.513991001,-0.164711257,-0.983975664,3
NorthernTrustCorp_NTRS,NTRS,Stock,-0.510548266,-0.033156798,0.386314014,1
NorthropGrumma_NOC,NOC,Stock,-0.561427852,-0.036667736,-1.012584251,3
NorwegianCruiseLineHolding_NCLH,NCLH,Stock,-0.448858274,-0.114144285,-0.680367136,3
NucorCorp_NUE,NUE,Stock,-0.548356621,-0.335596756,-1.188057595,3
NvidiaCorporatio_NVDA,NVDA,Stock,-0.249350545,-0.115242436,0.293555239,1
O'ReillyAutomotiv_ORLY,ORLY,Stock,-0.509453647,0.678137186,-1.257735695,3
ONEO_OKE,OKE,Stock,-0.331592716,0.152682024,-0.844190353,3
OccidentalPetroleu_OXY,OXY,Stock,-0.528959504,-0.116159848,-0.922384625,3
OmnicomGrou_OMC,OMC,Stock,-0.601744648,-0.102649601,0.330557875,1
OracleCorp_ORCL,ORCL,Stock,-0.537552577,0.053597683,-0.357928006,1
PACCARInc_PCAR,PCAR,Stock,-0.549145038,-0.11716308,-0.858421417,3
PNCFinancialService_PNC,PNC,Stock,-0.57035564,-0.139808772,0.061469038,1
PPGIndustrie_PPG,PPG,Stock,-0.551955155,0.034244661,0.702667681,7
PPLCorp_PPL,PPL,Stock,-0.649911559,-0.052063384,-0.865323654,3
PVHCorp_PVH,PVH,Stock,-0.386437233,0.06550045,0.64896303,7
PackagingCorporationofAmeric_PKG,PKG,Stock,-0.490085013,-0.16644923,1.749294791,7
Parker-Hannifi_PH,PH,Stock,-0.542342314,-0.240976105,-0.092965235,1
PaychexInc_PAYX,PAYX,Stock,-0.615143294,-0.142173525,-0.255342963,1
Pentairpl_PNR,PNR,Stock,-0.538586902,0.157559862,-0.928583006,3
People'sUnitedFinancia_PBCT,PBCT,Stock,-0.611407692,-0.17131879,0.001844898,1
PepsiCoInc_PEP,PEP,Stock,-0.671381708,-0.316019839,0.072928826,1
PerkinElme_PKI,PKI,Stock,-0.544918657,-0.056692725,-0.492523023,3
Perrig_PRGO,PRGO,Stock,-0.275903238,1.208295957,2.305474355,8
PfizerInc_PFE,PFE,Stock,-0.584143909,-0.221244277,0.065835643,1
PhilipMorrisInternationa_PM,PM,Stock,-0.524568537,0.409572577,2.570697538,6
Phillips6_PSX,PSX,Stock,-0.530858738,-0.044344014,-0.935064803,3
PinnacleWestCapita_PNW,PNW,Stock,-0.683090088,-0.202547866,-0.853489671,3
PioneerNaturalResource_PXD,PXD,Stock,-0.422175912,-0.275366499,-0.843864324,3
PrincipalFinancialGrou_PFG,PFG,Stock,-0.530396509,0.1492839,-0.987612732,3
Procter&Gambl_PG,PG,Stock,-0.623750536,-0.355814871,0.476346894,1
ProgressiveCorp_PGR,PGR,Stock,-0.612724836,-0.03349861,-0.69483491,3
Prologi_PLD,PLD,Stock,-0.618541287,-0.185660007,-0.432080907,3
PrudentialFinancia_PRU,PRU,Stock,-0.499565382,0.020167381,0.0417919,1
PublicServ.EnterpriseInc_PEG,PEG,Stock,-0.649050998,-0.137648129,-1.084832992,3
PublicStorag_PSA,PSA,Stock,-0.6380536,-0.188785491,-0.198540046,1
PulteHomesInc_PHM,PHM,Stock,-0.525955216,-0.218739543,-0.85006375,3
QUALCOMMInc_QCOM,QCOM,Stock,-0.370827238,0.281747322,-0.05136785,1
QuantaServicesInc_PWR,PWR,Stock,-0.380985079,2.027672551,2.749388555,8
QuestDiagnostic_DGX,DGX,Stock,-0.538771917,0.003483449,0.219914511,1
RalphLaurenCorporatio_RL,RL,Stock,-0.372782375,0.511001363,2.427356744,6
RaymondJamesFinancialInc_RJF,RJF,Stock,-0.523137647,-0.071504467,-0.597396356,3
RaytheonCo_RTN,RTN,Stock,-0.575327686,-0.180987946,-0.385770268,1
RealtyIncomeCorporatio_O,O,Stock,-0.629895077,-0.099649893,-0.799087696,3
RegencyCentersCorporatio_REG,REG,Stock,-0.64765551,-0.205174431,-0.852990432,3
RegeneronPharmaceutical_REGN,REGN,Stock,-0.445588621,-0.564257201,-0.536637285,3
RegionsFinancialCorp_RF,RF,Stock,-0.507209359,-0.26297885,0.100769572,1
RepublicServicesIn_RSG,RSG,Stock,-0.655179508,-0.253929076,0.989991921,7
ResMe_RMD,RMD,Stock,-0.496340063,0.999655082,0.622190563,7
RobertHalfInternationa_RHI,RHI,Stock,-0.467266072,0.186420248,1.153465185,7
RockwellAutomationInc_ROK,ROK,Stock,-0.524245018,-0.32175495,0.469067332,1
RollinsInc_ROL,ROL,Stock,-0.580339425,0.027229295,1.364143525,7
RoperTechnologie_ROP,ROP,Stock,-0.565823602,-0.252503914,0.905346167,7
RossStore_ROST,ROST,Stock,-0.49616705,-0.173536233,0.232772061,1
RoyalCaribbeanCruisesLt_RCL,RCL,Stock,-0.431784532,0.024002524,-0.870563417,3
"S&PGlobal,Inc_SPGI",SPGI,Stock,-0.557552368,-0.288584331,0.07695324,1
SBACommunication_SBAC,SBAC,Stock,-0.54351978,0.020821822,-1.005720397,3
SLGreenRealt_SLG,SLG,Stock,-0.612240612,-0.228564223,-0.22502602,1
SVBFinancia_SIVB,SIVB,Stock,-0.366746713,-0.147233663,0.098918354,1
Salesforce.co_CRM,CRM,Stock,-0.403604565,-0.034958327,-0.579026711,3
SchlumbergerLtd_SLB,SLB,Stock,-0.557397677,-0.340146049,-0.924450512,3
SeagateTechnolog_STX,STX,Stock,-0.266359087,0.450912433,1.247255257,7
SealedAi_SEE,SEE,Stock,-0.53580952,-0.153824777,-0.490078979,3
SempraEnerg_SRE,SRE,Stock,-0.620552729,-0.318792427,-0.823917469,3
Sherwin-William_SHW,SHW,Stock,-0.557695551,0.104979889,-1.010365723,3
SimonPropertyGroupIn_SPG,SPG,Stock,-0.634491457,-0.177594058,-0.855116358,3
SkyworksSolution_SWKS,SWKS,Stock,-0.359437227,-0.188291263,-0.272038994,1
Snap-o_SNA,SNA,Stock,-0.547844948,-0.062699784,-0.391809404,3
SouthernCo_SO,SO,Stock,-0.686925201,-0.120428727,-1.02420285,3
SouthwestAirline_LUV,LUV,Stock,-0.472728454,-0.164993915,0.487372059,1
StanleyBlack&Decke_SWK,SWK,Stock,-0.471392488,0.283411616,1.674168653,7
StarbucksCorp_SBUX,SBUX,Stock,-0.568285596,-0.277989157,1.64751184,7
StateStreetCorp_STT,STT,Stock,-0.482861476,-0.075441443,0.84269975,7
StrykerCorp_SYK,SYK,Stock,-0.591210167,-0.299340155,0.3962073,1
SunTrustBank_STI,STI,Stock,-0.539631415,-0.253494,-0.230553354,1
SymantecCorp_SYMC,SYMC,Stock,-0.310156833,3.034040183,1.009652986,8
SynopsysInc_SNPS,SNPS,Stock,-0.543192459,0.122722242,-0.544227532,3
SyscoCorp_SYY,SYY,Stock,-0.579327597,-0.044829839,1.04787824,7
T-MobileU_TMUS,TMUS,Stock,-0.49065251,-0.151290885,-0.539135749,3
T.RowePriceGrou_TROW,TROW,Stock,-0.570769384,-0.204894262,-0.580464625,3
TEConnectivityLtd_TEL,TEL,Stock,-0.573283653,-0.029421698,-0.731732744,3
TJXCompaniesInc_TJX,TJX,Stock,-0.59020957,-0.379129327,0.112859648,1
Take-TwoInteractiv_TTWO,TTWO,Stock,-0.383214845,-0.162849553,-0.701129845,3
"Tapestry,Inc_TPR",TPR,Stock,-0.385455122,0.653512035,1.84801387,6
TargetCorp_TGT,TGT,Stock,-0.454090362,-0.019998141,0.036424091,1
TechnipFM_FTI,FTI,Stock,-0.458675643,-0.28050677,-1.054052536,3
Telefle_TFX,TFX,Stock,-0.524940033,0.040590683,0.063699744,1
TexasInstrument_TXN,TXN,Stock,-0.505957386,-0.036814015,-0.850827055,3
TextronInc_TXT,TXT,Stock,-0.49723507,0.123936823,-0.018360145,1
TheBankofNewYorkMellonCorp_BK,BK,Stock,-0.548139236,-0.023320449,0.588680976,7
TheCloroxCompan_CLX,CLX,Stock,-0.585338407,-0.170635646,1.646933599,7
TheCooperCompanie_COO,COO,Stock,-0.535678697,0.120250813,-0.670506765,3
TheHersheyCompan_HSY,HSY,Stock,-0.608445177,-0.217616488,0.3401946,1
TheMosaicCompan_MOS,MOS,Stock,-0.408861768,-0.119892289,-0.96686182,3
TheTravelersCompaniesInc_TRV,TRV,Stock,-0.625570695,-0.142082376,0.609877028,7
TheWaltDisneyCompan_DIS,DIS,Stock,-0.580764272,-0.046575325,-0.857116469,3
ThermoFisherScientifi_TMO,TMO,Stock,-0.571218202,-0.20607156,-0.230441992,1
Tiffany&Co_TIF,TIF,Stock,-0.491314728,-0.174136722,0.882680282,7
TractorSupplyCompan_TSCO,TSCO,Stock,-0.523972924,0.031028158,0.369910112,1
TransDigmGrou_TDG,TDG,Stock,-0.475519629,0.311799089,0.458837426,1
TripAdviso_TRIP,TRIP,Stock,-0.235760923,0.05951293,0.707493122,7
"Twitter,Inc_TWTR",TWTR,Stock,-0.057229837,0.32854197,0.778393037,7
TysonFood_TSN,TSN,Stock,-0.491653339,0.266839484,-0.101837209,1
U.S.Bancor_USB,USB,Stock,-0.605768873,-0.129176669,-0.231152532,1
"UDR,Inc_UDR",UDR,Stock,-0.632231305,-0.153898832,-0.362180148,1
UltaBeaut_ULTA,ULTA,Stock,-0.337252677,1.34282875,1.523097965,8
UnionPacificCor_UNP,UNP,Stock,-0.537855379,-0.138923966,-0.967235753,3
UnitedAirlinesHolding_UAL,UAL,Stock,-0.401321215,-0.141405308,-0.845354746,3
UnitedHealthGroupInc_UNH,UNH,Stock,-0.567366336,-0.183690506,-0.89810337,3
UnitedParcelServic_UPS,UPS,Stock,-0.563163159,0.121525041,0.134528051,1
"UnitedRentals,Inc_URI",URI,Stock,-0.333837492,0.12463918,-0.804777653,3
